,player,pos,age,team_id,g,gs,mp,fg_per_mp,fga_per_mp,fg_pct,fg3_per_mp,fg3a_per_mp,fg3_pct,fg2_per_mp,fg2a_per_mp,fg2_pct,ft_per_mp,fta_per_mp,ft_pct,orb_per_mp,drb_per_mp,trb_per_mp,ast_per_mp,stl_per_mp,blk_per_mp,tov_per_mp,pf_per_mp,pts_per_mp
0,Steven Adams,C,26,OKC,63,63,1680,6.1,10.2,.592,0.0,0.1,.333,6.0,10.2,.594,2.5,4.3,.582,4.4,8.1,12.5,3.1,1.1,1.4,2.0,2.6,14.7
1,Bam Adebayo,PF,22,MIA,72,72,2417,6.6,11.8,.557,0.0,0.2,.143,6.5,11.6,.564,3.9,5.7,.691,2.6,8.3,10.9,5.5,1.2,1.4,3.0,2.7,17.1
2,LaMarcus Aldridge,C,34,SAS,53,53,1754,8.0,16.3,.493,1.3,3.2,.389,6.8,13.1,.519,3.2,3.9,.827,2.1,5.9,8.0,2.6,0.7,1.8,1.5,2.6,20.5
3,Kyle Alexander,C,23,MIA,2,0,13,2.8,5.5,.500,0.0,0.0,,2.8,5.5,.500,0.0,0.0,,5.5,2.8,8.3,0.0,0.0,0.0,2.8,2.8,5.5
4,Nickeil Alexander-Walker,SG,21,NOP,47,1,591,6.0,16.2,.368,2.8,8.1,.346,3.2,8.1,.391,1.5,2.3,.676,0.5,4.6,5.1,5.4,1.0,0.5,3.3,3.5,16.3
5,Grayson Allen,SG,24,MEM,38,0,718,5.9,12.6,.466,2.9,7.1,.404,3.0,5.5,.545,2.0,2.3,.867,0.4,3.9,4.3,2.6,0.5,0.1,1.7,2.7,16.5
6,Jarrett Allen,C,21,BRK,70,64,1852,5.9,9.0,.649,0.0,0.1,.000,5.9,8.9,.658,3.3,5.2,.633,4.2,8.8,13.0,2.1,0.8,1.8,1.5,3.1,15.1
7,Kadeem Allen,PG,27,NYK,10,0,117,5.8,13.5,.432,1.5,4.9,.313,4.3,8.6,.500,2.2,3.4,.636,0.6,2.2,2.8,6.5,1.5,0.6,2.5,2.2,15.4
8,Al-Farouq Aminu,PF,29,ORL,18,2,380,2.4,8.1,.291,0.9,3.4,.250,1.5,4.7,.320,1.8,2.7,.655,2.3,6.0,8.2,2.0,1.7,0.8,1.6,2.6,7.4
9,Justin Anderson,SG,26,BRK,10,1,107,3.4,12.8,.263,2.0,9.8,.207,1.3,3.0,.444,0.7,1.3,.500,0.3,6.7,7.1,2.7,0.0,2.0,1.3,4.4,9.4
10,Kyle Anderson,SF,26,MEM,67,28,1330,4.2,9.0,.474,0.6,2.3,.282,3.6,6.7,.541,1.4,2.1,.667,1.6,6.1,7.7,4.4,1.5,1.0,1.8,3.0,10.6
11,Ryan Anderson,C,31,HOU,2,0,14,5.1,18.0,.286,2.6,12.9,.200,2.6,5.1,.500,0.0,0.0,,0.0,18.0,18.0,5.1,2.6,0.0,2.6,2.6,12.9
12,Giannis Antetokounmpo,PF,25,MIL,63,63,1917,12.9,23.2,.553,1.7,5.5,.304,11.2,17.7,.631,7.5,11.8,.633,2.6,13.4,16.1,6.6,1.1,1.2,4.3,3.7,34.9
13,Kostas Antetokounmpo,PF,22,LAL,5,0,20,5.4,5.4,1.000,0.0,0.0,,5.4,5.4,1.000,1.8,3.6,.500,3.6,1.8,5.4,3.6,0.0,0.0,1.8,3.6,12.6
14,Thanasis Antetokounmpo,SF,27,MIL,20,2,129,6.7,13.4,.500,0.0,2.8,.000,6.7,10.6,.632,2.0,4.7,.412,3.3,3.3,6.7,4.2,2.0,0.6,3.3,5.0,15.3
15,Carmelo Anthony,PF,35,POR,58,58,1902,6.4,14.8,.430,1.6,4.3,.385,4.7,10.5,.448,2.6,3.0,.845,1.3,5.6,7.0,1.6,0.9,0.5,1.9,3.2,16.9
16,OG Anunoby,SF,22,TOR,69,68,2066,5.0,9.9,.505,1.6,4.0,.390,3.4,5.9,.583,1.3,1.8,.706,1.4,4.9,6.3,1.9,1.7,0.8,1.4,2.9,12.8
17,Ryan Arcidiacono,PG,25,CHI,58,4,930,3.5,8.5,.409,2.1,5.3,.391,1.4,3.2,.439,1.0,1.5,.711,0.8,3.5,4.3,3.7,1.0,0.1,1.4,3.7,10.1
18,Trevor Ariza,SF,34,TOT,53,21,1493,3.4,7.8,.438,1.9,5.0,.372,1.6,2.8,.556,1.5,1.8,.838,0.8,5.1,5.9,2.2,1.7,0.4,1.4,2.7,10.2
19,D.J. Augustin,PG,32,ORL,57,13,1420,4.7,11.7,.399,1.8,5.1,.348,2.9,6.6,.438,4.1,4.6,.890,0.6,2.5,3.1,6.6,0.9,0.0,2.2,1.8,15.2
20,Deandre Ayton,C,21,PHO,38,32,1236,9.0,16.5,.546,0.1,0.4,.231,8.9,16.2,.553,2.0,2.6,.753,4.3,8.4,12.7,2.1,0.8,1.7,2.3,3.4,20.1
21,Dwayne Bacon,SG,24,CHO,39,11,687,4.5,12.8,.348,1.0,3.5,.284,3.5,9.3,.373,1.8,2.8,.660,0.8,4.5,5.2,2.7,1.2,0.1,1.9,2.7,11.7
22,Marvin Bagley III,C,20,SAC,13,6,334,8.4,18.0,.467,0.4,2.4,.182,8.0,15.6,.510,2.7,3.3,.806,3.1,7.3,10.5,1.1,0.6,1.3,1.9,4.6,19.9
23,Lonzo Ball,PG,22,NOP,63,54,2025,4.9,12.2,.403,2.6,7.0,.375,2.3,5.2,.442,0.8,1.4,.566,1.3,5.5,6.8,7.8,1.6,0.7,3.4,2.3,13.2
24,Mo Bamba,C,21,ORL,62,0,878,5.4,11.7,.462,1.5,4.4,.346,3.9,7.3,.531,1.3,1.9,.674,4.1,8.3,12.4,1.7,0.9,3.5,1.7,4.8,13.6
25,J.J. Barea,PG,35,DAL,29,6,450,6.8,16.6,.411,2.6,6.8,.376,4.2,9.8,.434,1.6,1.8,.909,0.8,3.4,4.2,9.0,0.4,0.2,3.0,2.2,17.8
26,Harrison Barnes,PF,27,SAC,72,72,2482,5.3,11.5,.460,1.5,3.9,.381,3.8,7.6,.501,3.1,3.9,.801,1.1,4.0,5.1,2.3,0.6,0.2,1.3,1.3,15.2
27,RJ Barrett,SG,19,NYK,56,55,1704,6.2,15.4,.402,1.3,4.2,.320,4.8,11.2,.432,3.3,5.4,.614,1.1,4.8,5.9,3.0,1.2,0.4,2.6,2.6,17.0
28,Will Barton,SF,29,DEN,58,58,1916,6.2,13.9,.450,2.0,5.4,.375,4.2,8.5,.498,1.9,2.5,.767,1.4,5.4,6.9,4.0,1.1,0.5,1.7,2.3,16.4
29,Keita Bates-Diop,PF-SF,24,TOT,44,0,744,4.8,11.3,.427,1.6,5.0,.330,3.2,6.3,.504,2.6,3.6,.720,1.2,4.9,6.1,1.5,0.9,1.2,0.8,2.1,13.9
30,Nicolas Batum,SF,31,CHO,22,3,505,2.0,5.8,.346,1.0,3.5,.286,1.0,2.3,.438,0.6,0.7,.900,1.8,5.3,7.1,4.7,1.2,0.6,1.6,2.9,5.6
31,Aron Baynes,C,33,PHO,42,28,934,7.1,14.7,.480,2.3,6.5,.351,4.8,8.2,.582,2.2,2.9,.747,2.7,6.4,9.1,2.6,0.4,0.9,1.9,5.4,18.5
32,Kent Bazemore,SF,30,TOT,68,21,1688,4.3,11.4,.375,1.8,5.2,.344,2.5,6.2,.400,2.4,3.1,.769,0.6,5.7,6.3,2.0,1.6,0.9,1.9,4.2,12.7
33,Darius Bazley,PF,19,OKC,61,9,1130,4.0,10.1,.394,1.6,4.5,.348,2.4,5.6,.432,1.4,2.0,.694,1.0,6.9,7.8,1.3,0.7,1.3,1.4,1.8,10.9
34,Bradley Beal,SG,26,WAS,57,57,2053,10.4,22.8,.455,3.0,8.4,.353,7.4,14.4,.515,6.8,8.0,.842,0.9,3.3,4.2,6.1,1.2,0.4,3.4,2.2,30.5
35,Malik Beasley,SG,23,TOT,55,14,1209,6.8,15.9,.425,3.2,8.2,.388,3.6,7.7,.465,1.6,2.0,.818,0.5,3.9,4.4,2.2,1.2,0.2,1.7,2.3,18.3
36,Marco Belinelli,SG,33,SAS,57,0,883,5.0,12.8,.392,2.7,7.3,.376,2.3,5.5,.412,2.0,2.4,.828,0.3,3.8,4.0,2.8,0.5,0.0,0.8,1.8,14.7
37,Jordan Bell,C,25,TOT,29,0,256,4.9,9.4,.522,0.6,1.7,.333,4.4,7.7,.564,2.7,4.4,.613,4.2,7.2,11.4,2.3,0.4,1.4,3.0,2.7,13.1
38,DeAndre' Bembry,SG,25,ATL,43,4,915,4.1,9.0,.456,0.6,2.6,.231,3.5,6.4,.546,1.0,1.9,.542,1.3,4.6,6.0,3.2,2.2,0.7,2.4,3.3,9.8
39,Dragan Bender,PF-C,22,TOT,16,3,286,5.2,11.6,.446,1.9,5.4,.349,3.3,6.2,.531,1.3,1.8,.714,2.0,7.2,9.2,3.5,0.5,1.1,2.6,5.3,13.5
40,Dāvis Bertāns,PF,27,WAS,54,4,1583,6.0,13.9,.434,4.5,10.7,.424,1.5,3.1,.471,2.4,2.8,.852,0.8,4.8,5.6,2.1,0.8,0.8,1.3,3.2,19.0
41,Patrick Beverley,PG,31,LAC,51,50,1342,3.9,9.1,.431,2.1,5.5,.388,1.8,3.6,.496,0.8,1.3,.660,1.5,5.6,7.1,4.9,1.4,0.7,1.8,4.2,10.9
42,Khem Birch,C,27,ORL,48,24,922,2.9,5.6,.510,0.0,0.0,.000,2.9,5.5,.514,2.6,3.9,.653,3.6,5.0,8.6,2.0,0.8,0.9,1.2,3.6,8.3
43,Goga Bitadze,C,20,IND,54,2,471,5.4,11.5,.467,0.6,3.2,.190,4.7,8.3,.574,1.8,2.5,.727,1.9,6.2,8.1,1.8,0.8,2.8,2.1,5.0,13.1
44,Bismack Biyombo,C,27,CHO,53,29,1029,5.3,9.7,.543,0.0,0.0,,5.3,9.7,.543,3.2,5.3,.603,4.2,6.6,10.8,1.7,0.3,1.7,1.7,4.1,13.7
45,Nemanja Bjelica,PF,31,SAC,72,67,2011,5.6,11.7,.481,2.4,5.7,.419,3.2,6.0,.541,1.2,1.5,.821,2.0,6.2,8.2,3.6,1.1,0.7,1.8,3.9,14.9
46,Eric Bledsoe,PG,30,MIL,61,61,1646,7.3,15.4,.475,1.6,4.7,.344,5.7,10.7,.533,3.7,4.7,.790,0.9,5.2,6.2,7.2,1.2,0.6,3.2,2.8,19.9
47,Bogdan Bogdanović,SG,27,SAC,61,28,1766,6.9,15.6,.440,3.3,9.0,.372,3.5,6.6,.532,1.8,2.4,.741,0.5,3.7,4.2,4.2,1.3,0.3,2.1,2.7,18.8
48,Bojan Bogdanović,SF,30,UTA,63,63,2083,7.2,16.2,.447,3.3,7.9,.414,4.0,8.3,.479,4.3,4.8,.903,0.7,3.8,4.5,2.3,0.6,0.1,2.7,1.9,22.0
49,Bol Bol,PF,20,DEN,7,0,87,5.8,11.6,.500,1.7,3.7,.444,4.1,7.9,.526,3.3,4.1,.800,2.1,5.8,7.9,2.5,0.8,2.5,4.1,4.6,16.6
50,Jonah Bolden,C,24,TOT,7,0,47,3.1,8.4,.364,0.0,3.1,.000,3.1,5.4,.571,1.5,3.1,.500,2.3,4.6,6.9,0.0,2.3,1.5,1.5,7.7,7.7
51,Marques Bolden,C,21,CLE,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,24.0,24.0,0.0,12.0,0.0,0.0,12.0,0.0
52,Jordan Bone,PG,22,DET,10,0,53,3.4,13.6,.250,1.4,6.8,.200,2.0,6.8,.300,0.0,0.0,,0.0,2.7,2.7,5.4,0.7,0.0,1.4,4.1,8.2
53,Isaac Bonga,SF,20,WAS,66,49,1250,3.4,6.7,.504,0.7,2.0,.352,2.7,4.7,.571,2.0,2.4,.812,2.0,4.3,6.4,2.2,1.3,0.6,1.7,4.5,9.5
54,Devin Booker,SG,23,PHO,70,70,2512,9.0,18.4,.489,2.0,5.7,.354,7.0,12.7,.549,6.7,7.3,.919,0.4,3.8,4.3,6.5,0.7,0.3,3.8,3.1,26.7
55,Chris Boucher,C,27,TOR,62,0,819,6.2,13.1,.472,1.7,5.2,.322,4.5,8.0,.569,4.0,5.1,.784,4.7,7.5,12.2,1.1,1.0,2.7,1.2,5.0,18.1
56,Brian Bowen,SF,21,IND,6,1,31,3.5,11.6,.300,0.0,2.3,.000,3.5,9.3,.375,0.0,0.0,,1.2,7.0,8.1,0.0,0.0,1.2,1.2,3.5,7.0
57,Ky Bowman,PG,22,GSW,45,12,1015,4.8,11.4,.417,1.2,3.8,.308,3.6,7.6,.472,1.2,1.5,.829,0.9,3.4,4.3,4.6,1.6,0.4,2.5,3.6,11.9
58,Avery Bradley,SG,29,LAL,49,44,1186,5.2,11.6,.444,1.9,5.3,.364,3.2,6.4,.510,0.6,0.7,.833,0.5,2.9,3.5,1.9,1.3,0.2,1.4,3.3,12.8
59,Tony Bradley,C,22,UTA,58,3,663,6.8,10.3,.667,0.2,0.2,1.000,6.7,10.1,.661,1.6,2.5,.652,6.0,8.5,14.5,1.2,0.8,1.8,1.6,6.2,15.5
60,Jarrell Brantley,PF,23,UTA,9,0,96,3.7,10.5,.357,1.1,4.9,.231,2.6,5.6,.467,0.4,0.7,.500,0.7,6.8,7.5,4.1,1.1,1.9,2.6,2.6,9.0
61,Ignas Brazdeikis,SF,21,NYK,9,0,53,4.1,14.9,.273,0.7,6.1,.111,3.4,8.8,.385,2.7,3.4,.800,1.4,2.0,3.4,2.7,0.0,0.7,1.4,2.0,11.5
62,Corey Brewer,PF,33,SAC,5,0,33,2.2,4.4,.500,0.0,1.1,.000,2.2,3.3,.667,1.1,3.3,.333,2.2,6.5,8.7,2.2,4.4,0.0,2.2,7.6,5.5
63,Mikal Bridges,SF,23,PHO,73,32,2042,4.4,8.5,.510,1.2,3.4,.361,3.1,5.1,.610,1.8,2.2,.844,1.2,4.0,5.1,2.3,1.8,0.8,1.3,2.9,11.8
64,Miles Bridges,SF,21,CHO,65,64,1995,5.8,13.6,.424,1.8,5.4,.330,4.0,8.2,.486,1.9,2.4,.809,1.6,4.9,6.5,2.1,0.7,0.9,1.7,2.4,15.2
65,Oshae Brissett,SF,21,TOR,19,0,135,3.5,9.6,.361,0.8,4.0,.200,2.7,5.6,.476,2.1,2.7,.800,2.4,4.5,6.9,1.9,1.1,0.3,1.9,4.8,9.9
66,Ryan Broekhoff,SF,29,DAL,17,1,180,4.4,11.8,.373,4.0,10.2,.392,0.4,1.6,.250,1.4,1.6,.875,1.0,7.6,8.6,2.2,1.0,0.8,1.2,3.0,14.2
67,Malcolm Brogdon,PG,27,IND,54,54,1666,7.0,16.1,.438,1.6,5.0,.326,5.4,11.1,.488,3.6,4.0,.892,1.0,4.7,5.7,8.2,0.8,0.2,2.8,2.1,19.3
68,Dillon Brooks,SG,24,MEM,73,73,2112,7.4,18.2,.407,2.5,7.0,.358,4.9,11.2,.438,2.8,3.5,.808,1.2,3.0,4.1,2.6,1.1,0.5,2.1,4.7,20.1
69,Bruce Brown,PG,23,DET,58,43,1634,4.4,9.8,.443,0.7,2.1,.344,3.6,7.7,.470,1.9,2.6,.739,1.3,4.7,6.0,5.1,1.4,0.6,2.2,3.6,11.4
70,Charlie Brown,SG,22,ATL,10,0,40,5.4,17.1,.316,2.7,8.1,.333,2.7,9.0,.300,4.5,4.5,1.000,1.8,1.8,3.6,1.8,1.8,1.8,2.7,2.7,18.0
71,Jaylen Brown,SG,23,BOS,57,57,1934,7.9,16.5,.481,2.4,6.3,.382,5.5,10.2,.543,3.3,4.5,.724,1.2,5.6,6.8,2.2,1.2,0.4,2.3,3.1,21.6
72,Moses Brown,C,20,POR,9,0,33,4.4,10.9,.400,0.0,0.0,,4.4,10.9,.400,3.3,8.7,.375,3.3,12.0,15.3,1.1,1.1,1.1,3.3,7.6,12.0
73,Sterling Brown,SF,24,MIL,52,1,767,4.5,12.0,.371,2.1,6.4,.324,2.4,5.6,.425,1.5,1.9,.800,1.5,7.1,8.6,2.4,1.4,0.3,2.0,2.5,12.5
74,Troy Brown Jr.,SF,20,WAS,69,22,1782,5.5,12.6,.439,1.2,3.6,.341,4.3,8.9,.479,2.2,2.8,.784,1.5,6.2,7.7,3.6,1.7,0.1,1.6,2.7,14.5
75,Jalen Brunson,PG,23,DAL,57,16,1022,6.4,13.7,.466,1.5,4.2,.358,4.9,9.4,.515,2.1,2.6,.813,0.8,3.9,4.7,6.6,0.8,0.1,2.3,2.6,16.4
76,Thomas Bryant,C,22,WAS,46,36,1147,7.6,13.1,.581,1.2,2.9,.407,6.5,10.3,.630,2.7,3.6,.741,3.1,7.3,10.4,2.6,0.8,1.5,1.7,3.2,19.1
77,Reggie Bullock,SG,28,NYK,29,19,684,4.7,11.8,.402,1.9,5.8,.333,2.8,5.9,.469,0.9,1.1,.810,0.7,2.9,3.6,2.2,1.3,0.2,1.0,2.9,12.3
78,Trey Burke,PG,27,TOT,33,1,520,6.5,14.5,.450,2.2,5.2,.427,4.3,9.3,.463,1.6,2.0,.793,1.1,2.4,3.5,5.7,1.1,0.1,1.5,2.3,16.8
79,Alec Burks,SF-SG,28,TOT,66,19,1754,6.6,15.8,.418,2.4,6.2,.385,4.2,9.6,.439,4.8,5.4,.887,1.0,4.8,5.8,3.9,1.3,0.3,1.9,2.6,20.4
80,Deonte Burton,SF,26,OKC,39,0,356,4.3,12.6,.344,1.0,5.4,.189,3.3,7.3,.458,0.8,1.4,.571,0.7,5.1,5.8,1.7,0.7,1.0,1.9,3.4,10.5
81,Jimmy Butler,SF,30,MIA,58,58,1959,6.3,13.9,.455,0.5,2.2,.244,5.8,11.7,.495,8.0,9.6,.834,1.9,5.1,7.1,6.4,1.9,0.6,2.3,1.5,21.3
82,Bruno Caboclo,C,24,TOT,30,0,244,5.6,13.1,.427,0.9,4.9,.182,4.7,8.3,.571,1.2,1.3,.889,3.4,5.5,8.9,1.8,2.2,2.5,1.9,4.6,13.3
83,Devontae Cacok,C,23,LAL,1,0,9,12.0,24.0,.500,0.0,0.0,,12.0,24.0,.500,0.0,0.0,,8.0,12.0,20.0,4.0,0.0,0.0,0.0,0.0,24.0
84,Kentavious Caldwell-Pope,SG,26,LAL,69,26,1762,4.8,10.4,.467,1.9,4.9,.385,3.0,5.5,.541,1.6,2.1,.775,0.8,2.1,2.9,2.3,1.2,0.3,1.3,2.6,13.2
85,Vlatko Čančar,PF,22,DEN,14,0,45,4.8,12.0,.400,0.8,4.8,.167,4.0,7.2,.556,3.2,3.2,1.000,4.0,4.0,8.0,2.4,0.8,0.8,2.4,5.6,13.6
86,Clint Capela,C,25,HOU,39,39,1279,6.9,10.9,.629,0.0,0.0,,6.9,10.9,.629,1.5,2.9,.529,4.7,10.4,15.1,1.4,0.9,2.0,1.8,2.9,15.3
87,DeMarre Carroll,SF-C,33,TOT,24,0,290,3.1,8.2,.379,1.0,4.1,.242,2.1,4.1,.515,3.6,5.2,.690,1.5,5.3,6.8,3.1,1.0,0.6,2.1,4.0,10.8
88,Jevon Carter,PG,24,PHO,58,2,945,3.8,9.3,.416,2.4,5.6,.425,1.5,3.7,.402,0.9,1.0,.852,1.1,3.4,4.5,3.2,1.8,0.6,1.2,3.3,10.9
89,Vince Carter,PF,43,ATL,60,0,876,4.4,12.5,.352,2.5,8.3,.302,1.9,4.2,.451,0.9,1.2,.793,0.7,4.4,5.1,2.0,0.9,1.0,1.4,3.7,12.2
90,Wendell Carter Jr.,C,20,CHI,43,43,1256,5.2,9.8,.534,0.2,0.8,.207,5.1,9.0,.564,3.2,4.4,.737,4.0,7.6,11.6,1.5,0.9,1.0,2.1,4.6,13.9
91,Michael Carter-Williams,SG,28,ORL,45,0,833,4.8,11.2,.427,1.0,3.2,.293,3.8,8.0,.481,3.4,4.1,.832,2.0,4.4,6.4,4.7,2.1,1.0,2.2,3.8,14.0
92,Alex Caruso,PG,25,LAL,64,2,1175,3.7,8.9,.412,1.2,3.7,.333,2.5,5.2,.468,2.1,2.9,.734,0.5,3.2,3.8,3.8,2.1,0.6,1.6,3.0,10.7
93,Willie Cauley-Stein,C,26,TOT,54,39,1097,5.7,9.9,.579,0.0,0.0,.000,5.7,9.9,.581,1.3,2.2,.606,2.8,7.6,10.3,2.3,1.6,2.0,1.3,4.0,12.8
94,Tyson Chandler,C,37,HOU,26,5,219,2.3,3.0,.778,0.0,0.0,,2.3,3.0,.778,1.0,2.1,.462,4.1,6.7,10.8,1.0,1.0,1.3,1.3,5.3,5.6
95,Wilson Chandler,PF,32,BRK,35,3,734,3.6,9.0,.404,1.8,5.9,.306,1.8,3.0,.597,1.0,1.1,.870,0.5,6.6,7.1,1.9,0.8,0.6,1.7,3.9,10.1
96,Joe Chealey,PG,24,CHO,4,0,33,0.0,7.6,.000,0.0,4.4,.000,0.0,3.3,.000,2.2,2.2,1.000,0.0,0.0,0.0,1.1,4.4,0.0,2.2,2.2,2.2
97,Zylan Cheatham,PF,24,NOP,4,0,51,4.2,6.4,.667,0.0,0.7,.000,4.2,5.6,.750,0.0,0.0,,2.1,4.2,6.4,2.1,0.7,0.7,2.8,7.1,8.5
98,Chris Chiozza,PG,24,TOT,28,2,401,4.9,12.6,.393,2.4,6.5,.375,2.5,6.1,.412,0.4,0.4,1.000,0.8,4.0,4.8,7.5,1.9,0.4,2.9,3.3,12.7
99,Marquese Chriss,PF,22,GSW,59,21,1196,6.3,11.6,.545,0.2,1.2,.205,6.1,10.4,.584,3.6,4.7,.769,3.4,7.6,11.0,3.4,1.2,1.9,2.3,3.7,16.5
100,Gary Clark,SF-PF,25,TOT,42,5,567,3.4,8.4,.406,2.5,7.0,.351,1.0,1.4,.682,0.6,0.6,.900,2.3,4.6,7.0,1.1,0.4,1.4,0.6,2.9,9.9
101,Brandon Clarke,PF,23,MEM,58,4,1300,8.2,13.3,.618,0.6,1.8,.359,7.6,11.5,.658,2.4,3.1,.759,2.5,7.0,9.6,2.2,0.9,1.3,1.5,2.8,19.4
102,Jordan Clarkson,SG,27,TOT,71,2,1705,8.3,18.3,.454,3.2,8.7,.368,5.1,9.6,.533,2.9,3.5,.836,1.1,2.9,3.9,2.9,1.0,0.3,2.0,2.3,22.8
103,Nicolas Claxton,C,20,BRK,15,0,187,5.2,9.2,.563,0.2,1.3,.143,5.0,7.9,.634,2.1,4.0,.524,3.7,4.8,8.5,3.1,0.2,1.5,1.7,2.7,12.7
